Latitude,Longitude,Magnitude
-11.8382176714,-76.4937624887,54.8378982544
-11.8390788894,-76.4915419073,57.1804580688
-11.8399768444,-76.4893401386,56.7980232239
-11.8409135222,-76.4871523508,51.6339416504
-11.8418872553,-76.4849823389,52.1973495483
-11.8428949821,-76.4828365871,49.6312942505
-11.8439422976,-76.4807029812,50.7040023804
-11.8450282844,-76.4785841376,43.7834472656
-11.8461454866,-76.4764942445,44.7783126831
-11.8473011228,-76.4744194620,42.6732025146
-11.8484925991,-76.4723648360,42.0222511292
-11.8497211689,-76.4703284700,40.4800148010
-11.8509811942,-76.4683195200,43.4455413818
-11.8522738135,-76.4663357583,46.5475311279
-11.8536049751,-76.4643682829,44.0656280518
-11.8549673904,-76.4624280612,41.9675979614
-11.8563616424,-76.4605139903,43.1047859192
-11.8577944205,-76.4586171590,42.7241439819
-11.8592538474,-76.4567533627,46.2448425293
-11.8607439211,-76.4549169806,52.3891067505
-11.8622694957,-76.4531023463,56.0712127686
-11.8638251092,-76.4513160491,56.1132087708
-11.8654105327,-76.4495583398,51.8965492249
-11.8670251754,-76.4478297563,51.4014739990
-11.8686719413,-76.4461272771,50.3944816589
-11.8703443798,-76.4444575280,49.5854377747
-11.8720458273,-76.4428170751,57.2461738586
-11.8737791260,-76.4412033897,60.5300903320
-11.8755361485,-76.4396240398,59.7250671387
-11.8773186074,-76.4380772413,60.9239387512
-11.8791335103,-76.4365571296,52.4252891541
-11.8809694734,-76.4350733179,36.8370361328
-11.8828304684,-76.4336223631,26.9232444763
-11.8847170871,-76.4322038171,21.7875308990
-11.8866288623,-76.4308181912,27.6862068176
-11.8885648678,-76.4294661404,24.1335506439
-11.8924975161,-76.4268709009,18.3576507568
-11.9006250685,-76.4221016946,17.8550548553
-11.9069313721,-76.4189056794,25.3093185425
-11.9090664648,-76.4179165851,25.0274391174
-11.9112157886,-76.4169664905,17.4742927551
-11.9199801633,-76.4135455267,19.3187122345
-11.9266981068,-76.4113911595,27.7086410522
-11.9289592743,-76.4107532719,36.9462318420
-11.9312326500,-76.4101551276,44.8661384583
-11.9335126756,-76.4095981287,53.7963867188
-11.9358075271,-76.4090803627,56.2648391724
-11.9381086163,-76.4086038608,52.1142959595
-11.9404113355,-76.4081693345,40.9641685486
-11.9427262488,-76.4077747715,24.5202617645
-11.9450519904,-76.4074206396,26.6398048401
-11.9473790590,-76.4071084148,33.5137939453
-11.9497112107,-76.4068374688,39.3487472534
-11.9520446642,-76.4066081630,52.2906341553
-11.9543844160,-76.4064200121,59.4747619629
-11.9567317633,-76.4062730790,56.7975997925
-11.9590784170,-76.4061679697,55.6186637878
-11.9614264473,-76.4061044691,48.7795219421
-11.9637684765,-76.4060826536,39.5449409485
-11.9661199798,-76.4061023822,35.3670425415
-11.9684651261,-76.4061636817,34.9591484070
-11.9708114398,-76.4062666302,35.8155784607
-11.9731518375,-76.4064109094,29.3370437622
-11.9754938287,-76.4065969830,22.1721420288
-11.9778277020,-76.4068240947,20.2683525085
-11.9801663558,-76.4070936111,21.3355503082
-11.9824902150,-76.4074032653,30.9708042145
-11.9848116637,-76.4077545229,35.1963958740
-11.9871318075,-76.4081477788,35.4206809998
-11.9894343486,-76.4085801101,26.0291137695
-11.9917413233,-76.4090557212,28.6351108551
-11.9940279556,-76.4095695141,27.8730602264
-11.9963170435,-76.4101265990,28.9321517944
-11.9985845502,-76.4107211688,30.1549720764
-12.0008516561,-76.4113586662,34.1137619019
-12.0031018794,-76.4120346703,30.2597198486
-12.0053421969,-76.4127511066,20.0535068512
-12.0993960677,-76.5427072990,18.9125747681
-12.0964305042,-76.5713524322,26.7993240356
-12.0959185133,-76.5736976882,32.0494384766
-12.0953663548,-76.5760334619,36.7782707214
-12.0947732783,-76.5783625265,40.7170448303
-12.0941399464,-76.5806816607,41.9391899109
-12.0934661122,-76.5829916439,39.8063201904
-12.0927557591,-76.5852793991,41.0790672302
-12.0920030230,-76.5875639464,41.3376770020
-12.0912144576,-76.5898252146,43.9603004456
-12.0903852762,-76.5920775143,41.6461639404
-12.0895170955,-76.5943158620,38.1096649170
-12.0886094742,-76.5965410280,40.1675567627
-12.0876653096,-76.5987460156,40.4240074158
-12.0866851232,-76.6009301736,38.1106834412
-12.0856649410,-76.6031022107,35.5197525024
-12.0846078723,-76.6052551793,39.1473121643
-12.0835142441,-76.6073885676,39.5798645020
-12.0823841896,-76.6095020117,36.5486526489
-12.0812198022,-76.6115918697,37.6218872070
-12.0800192365,-76.6136616344,35.0882797241
-12.0787811506,-76.6157133322,34.6379623413
-12.0775086979,-76.6177415231,41.9727668762
-12.0762036010,-76.6197437628,44.6426353455
-12.0748620805,-76.6217258444,42.6316375732
-12.0734867511,-76.6236837228,44.6928405762
-12.0720751669,-76.6256206708,44.3794555664
-12.0706371312,-76.6275235237,46.1729202271
-12.0691640783,-76.6294039032,48.1411285400
-12.0676565472,-76.6312607688,54.1778831482
-12.0661199875,-76.6330874396,53.6268196106
-12.0645489155,-76.6348903987,56.2098617554
-12.0629530812,-76.6366585988,54.7867660522
-12.0613227004,-76.6384029793,57.9593391418
-12.0596590894,-76.6401217016,61.9423179626
-12.0579743385,-76.6418025181,61.3680610657
-12.0562546717,-76.6434591916,63.8352584839
-12.0545100246,-76.6450821198,68.0567703247
-12.0527362734,-76.6466751581,70.2184524536
-12.0509347788,-76.6482370244,76.7727890015
-12.0491075371,-76.6497659529,76.0024337769
-12.0472569682,-76.6512601509,67.8842620850
-12.0453818893,-76.6527206587,55.0720367432
-12.0434782038,-76.6541505871,44.9464683533
-12.0415511926,-76.6555458040,42.2896080017
-12.0395965118,-76.6569093571,48.8585128784
-12.0376270983,-76.6582324093,51.2709350586
-12.0356266519,-76.6595258778,47.9498176575
-12.0336076281,-76.6607815175,46.4810256958
-12.0315698772,-76.6619997233,54.7785034180
-12.0295085609,-76.6631832470,61.7760200500
-12.0274311497,-76.6643278953,73.1751861572
-12.0253317103,-76.6654369576,76.8685150146
-12.0232142079,-76.6665083018,71.0963668823
-12.0210758880,-76.6675431918,61.6350021362
-12.0189231348,-76.6685386000,65.7271041870
-12.0167471236,-76.6694984870,68.8605117798
-12.0145647767,-76.6704154986,65.8807601929
-12.0123622409,-76.6712956109,54.0517768860
-12.0101438429,-76.6721369164,53.6983833313
-12.0079135254,-76.6729379651,55.7503662109
-12.0056637928,-76.6737013280,45.5932006836
-12.0034080879,-76.6744224568,33.9723587036
-12.0011385132,-76.6751040570,27.2477951050
-11.9988594747,-76.6757447775,27.2178726196
-11.9965685889,-76.6763453266,27.8545646667
-11.9942702220,-76.6769045863,23.2731170654
-11.9919587832,-76.6774238910,17.3790130615
-11.9896404751,-76.6779017384,20.6799545288
-11.9873123093,-76.6783388004,18.3078460693
-11.9826322392,-76.6790891497,21.4318656921
-11.9802888348,-76.6794011881,21.5383644104
-11.9779387010,-76.6796719177,22.0111923218
-11.9755807321,-76.6799012854,20.8298873901
-11.9732245302,-76.6800884005,25.8471813202
-11.9708571145,-76.6802342078,26.3871517181
-11.9684928154,-76.6803377474,21.2443752289
-11.9661318481,-76.6803992984,19.1600399017
-11.9637611636,-76.6804190526,19.1270294189
-11.9613966425,-76.6803968218,19.5237026215
-11.9590278204,-76.6803325929,22.2796077728
-11.9566695377,-76.6802267779,24.2505073547
-11.9543054908,-76.6800787420,21.8237266541
-11.9519415479,-76.6798885253,23.3533973694
-11.9495904348,-76.6796573635,17.5453300476
-11.9355695380,-76.6773944631,17.5991973877
-11.9332648839,-76.6768743437,17.8125877380
-11.9309643776,-76.6763122611,19.7617759705
-11.9286705061,-76.6757085940,21.8499126434
-11.9263876228,-76.6750643944,20.5326786041
-11.9241188280,-76.6743806151,17.2905368805
-11.8569313906,-76.6274502803,21.2021408081
-11.8554916279,-76.6255439939,26.7672462463
-11.8540851672,-76.6236129024,22.4783172607
-11.8348341620,-76.5852317012,21.4229450226
-11.8341240736,-76.5829441241,23.9313220978
-11.8334528293,-76.5806424404,18.0273189545
-11.8328190523,-76.5783210592,19.1050376892
-11.8322273925,-76.5759970590,18.5518569946
-11.8316747613,-76.5736586672,19.4395580292
-11.8311631616,-76.5713143744,20.8214073181
-11.8306916577,-76.5689600951,20.2253532410
-11.8302608406,-76.5665985371,29.9806308746
-11.8298709484,-76.5642318570,33.0330963135
-11.8295214162,-76.5618563075,27.6789188385
-11.8292123056,-76.5594709536,24.1321067810
-11.8289445165,-76.5570829018,24.8775806427
-11.8287179871,-76.5546922364,22.7007560730
-11.8285326200,-76.5522989764,32.3071403503
-11.8283883536,-76.5499018167,32.4281921387
-11.8282850465,-76.5474967640,29.6443405151
-11.8282233164,-76.5450989091,34.0689163208
-11.8282027309,-76.5426933931,37.8699989319
-11.8282234576,-76.5402925311,35.6065444946
-11.8282853112,-76.5378956970,31.2227630615
-11.8283887948,-76.5354895352,30.2489051819
-11.8285330436,-76.5330955469,32.1984786987
-11.8287187106,-76.5307000733,34.8376579285
-11.8289454872,-76.5283081801,33.3279800415
-11.8292131439,-76.5259224920,32.5518112183
-11.8295219103,-76.5235405021,33.3630599976
-11.8298717425,-76.5211632723,37.4420700073
-11.8302621289,-76.5187940335,36.6742515564
-11.8306930430,-76.5164328586,41.8611450195
-11.8311655705,-76.5140742887,43.5780448914
-11.8316764379,-76.5117341183,37.2832832336
-11.8322284955,-76.5093986056,32.6469078064
-11.8328209847,-76.5070717420,34.6726531982
-11.8334537116,-76.5047544407,37.6724853516
-11.8341254236,-76.5024513768,44.5088577271
-11.8348383710,-76.5001550436,52.4281921387
-11.8355886716,-76.4978777990,53.8277740479
-11.8363779404,-76.4956143949,53.3997497559
-11.8372048896,-76.4933680255,51.2125282288
-11.8380730490,-76.4911295438,58.5246391296
-11.8389782453,-76.4889100222,66.4695281982
-11.8399224377,-76.4867045841,63.8610839844
-11.8409040472,-76.4845170919,53.8115539551
-11.8419198798,-76.4823540295,57.4340896606
-11.8429756539,-76.4802032291,51.5356750488
-11.8440703817,-76.4780673025,43.4954757690
-11.8451966072,-76.4759605635,44.8781318665
-11.8463615578,-76.4738690556,41.2951431274
-11.8475626396,-76.4717978650,40.7273635864
-11.8488011063,-76.4697450817,40.4318847656
-11.8500712929,-76.4677199336,42.5868949890
-11.8513743296,-76.4657201748,45.3291244507
-11.8527162262,-76.4637368363,43.2316818237
-11.8540896324,-76.4617809749,41.8541870117
-11.8554951136,-76.4598514700,40.5928688049
-11.8569394297,-76.4579393385,44.3880081177
-11.8584106242,-76.4560605194,43.4241294861
-11.8599127301,-76.4542093378,44.6619567871
-11.8614505753,-76.4523800560,48.5166397095
-11.8630187595,-76.4505793705,47.5286941528
-11.8646169566,-76.4488074874,45.2088088989
-11.8662446202,-76.4470649627,52.6983795166
-11.8679046629,-76.4453487568,52.1106109619
-11.8695905725,-76.4436655314,50.3280334473
-11.8713057382,-76.4420118436,54.6865005493
-11.8730530111,-76.4403851468,61.9610557556
-11.8748241933,-76.4387930627,58.7598648071
-11.8766210238,-76.4372337894,51.4615936279
-11.8784505632,-76.4357014175,43.4318504333
-11.8803013394,-76.4342056498,30.9092864990
-11.8821773330,-76.4327429804,24.2180709839
-11.8840791622,-76.4313129971,19.2972488403
-11.8860063246,-76.4299161663,20.5745658875
-11.8879579558,-76.4285532329,22.1573047638
-11.8959799963,-76.4234592532,18.5327529907
-11.9218729478,-76.4117396999,23.8998680115
-11.9241247110,-76.4110175533,23.6791801453
-11.9263986518,-76.4103323908,27.6354866028
-11.9286780552,-76.4096893493,39.5493087769
-11.9309697620,-76.4090863736,46.5498847961
-11.9332681675,-76.4085248478,53.7954063416
-11.9355815251,-76.4080029042,53.7786750793
-11.9379011691,-76.4075225473,46.1809501648
-11.9402224567,-76.4070845155,39.7551078796
-11.9425560380,-76.4066867515,29.0297794342
-11.9449005317,-76.4063297591,19.5709762573
-11.9472463671,-76.4060150054,23.6936779022
-11.9495973269,-76.4057418889,27.9669723511
-11.9519495975,-76.4055107175,41.9843750000
-11.9543082141,-76.4053210055,55.6966362000
-11.9566744917,-76.4051728879,66.2853469849
-11.9590400700,-76.4050669257,67.0389709473
-11.9614070356,-76.4050028950,58.5220184326
-11.9637679521,-76.4049808991,40.1871643066
-11.9661384191,-76.4050007789,34.5164794922
-11.9685024777,-76.4050625794,35.6102867126
-11.9708677132,-76.4051663517,33.8605232239
-11.9732269855,-76.4053117776,24.6561851501
-11.9802980738,-76.4059999640,18.9542331696
-11.9826406748,-76.4063121014,28.6322593689
-11.9849808458,-76.4066661829,33.3095092773
-11.9873197011,-76.4070626037,33.9428176880
-11.9896408172,-76.4074983960,27.5424709320
-11.9919663958,-76.4079778358,29.4053478241
-11.9942714735,-76.4084957628,26.1357841492
-11.9965790182,-76.4090573495,28.9397583008
-11.9988648207,-76.4096566725,31.2860584259
-12.0011502029,-76.4102993448,33.8925399780
-12.0034185725,-76.4109807843,29.8810195923
-12.0056769660,-76.4117029791,17.8071575165
-12.1004808323,-76.5427073574,19.9153270721
-12.0974915338,-76.5715817664,26.9946632385
-12.0969754516,-76.5739457925,32.5882949829
-12.0964188661,-76.5763002621,36.4464836121
-12.0958210357,-76.5786479685,39.7988967896
-12.0951826406,-76.5809856634,41.8526382446
-12.0945034162,-76.5833141330,41.1577987671
-12.0937873726,-76.5856201949,43.2708663940
-12.0930286102,-76.5879230305,42.9104804993
-12.0922337358,-76.5902023984,45.7595024109
-12.0913979273,-76.5924727211,42.8540878296
-12.0905227839,-76.5947289837,39.0985488892
-12.0896078994,-76.5969719612,38.2201766968
-12.0886561890,-76.5991945937,38.6441955566
-12.0876681475,-76.6013962304,36.2543487549
-12.0866398010,-76.6035856470,37.4077606201
-12.0855742765,-76.6057558466,41.6041793823
-12.0844718923,-76.6079063084,43.1058883667
-12.0833327989,-76.6100366641,38.4052848816
-12.0821590900,-76.6121432449,36.8367385864
-12.0809489202,-76.6142295749,37.3855781555
-12.0797009211,-76.6162976894,39.2667388916
-12.0784182813,-76.6183421126,41.2031517029
-12.0771027413,-76.6203603733,44.1955490112
-12.0757504773,-76.6223583138,43.9015274048
-12.0743641395,-76.6243318623,44.9180908203
-12.0729412643,-76.6262843093,44.7028884888
-12.0714917257,-76.6282023827,46.6052093506
-12.0700068784,-76.6300978116,47.0293617249
-12.0684872881,-76.6319695287,50.3395309448
-12.0669384307,-76.6338108173,49.7229728699
-12.0653547873,-76.6356281961,52.4576873779
-12.0637461786,-76.6374105464,52.4351577759
-12.0621027496,-76.6391688880,55.0863494873
-12.0604258256,-76.6409013557,58.8446998596
-12.0587275851,-76.6425956120,65.7784347534
-12.0569941640,-76.6442655453,70.1954116821
-12.0552355595,-76.6459014547,70.6458587646
-12.0534476126,-76.6475072404,75.8105316162
-12.0516316929,-76.6490816024,72.4445953369
-12.0497898317,-76.6506227569,70.6343383789
-12.0479244494,-76.6521289023,66.4433517456
-12.0460343718,-76.6536010969,64.6379928589
-12.0441154491,-76.6550424514,51.2879333496
-12.0421730156,-76.6564488336,43.5814971924
-12.0402027007,-76.6578232915,46.1226997375
-12.0382175209,-76.6591569251,49.9544715881
-12.0362010698,-76.6604607323,50.8418006897
-12.0341658871,-76.6617264231,53.4175453186
-12.0321118274,-76.6629543656,66.5783538818
-12.0300340169,-76.6641473476,69.4936447144
-12.0279399882,-76.6653011487,67.3503875732
-12.0258237462,-76.6664190763,71.0462112427
-12.0236893000,-76.6674989894,63.3249359131
-12.0215338688,-76.6685421519,64.4819259644
-12.0193638898,-76.6695455183,66.9407043457
-12.0171704720,-76.6705130760,68.7317123413
-12.0149706613,-76.6714374172,67.8298263550
-12.0127504986,-76.6723245626,57.1219367981
-12.0105143548,-76.6731725871,54.0665779114
-12.0082661904,-76.6739800405,47.7450103760
-12.0059984565,-76.6747495028,38.8087921143
-12.0037247020,-76.6754763990,35.1321525574
-12.0014369677,-76.6761634344,30.2031059265
-11.9991396948,-76.6768092759,31.5368919373
-11.9968304800,-76.6774146229,25.7343788147
-11.9945137247,-76.6779783485,23.8914928436
-11.9921837920,-76.6785017960,23.7165222168
-11.9898469372,-76.6789834541,24.9263629913
-11.9875001435,-76.6794240129,18.4089012146
-11.9827826307,-76.6801803418,21.1192874908
-11.9780515408,-76.6807677527,21.1306495667
-11.9756747071,-76.6809989395,20.1060047150
-11.9732996562,-76.6811875508,18.8204841614
-11.9709132996,-76.6813345136,18.3332595825
-11.9685300854,-76.6814388768,17.7837181091
-11.9661502304,-76.6815009018,26.5600643158
-11.9637605805,-76.6815208070,27.8805961609
-11.9613771435,-76.6814983956,25.9887561798
-11.9589893708,-76.6814336364,20.3691234589
-11.9542292637,-76.6811777300,20.7216243744
-11.9518464107,-76.6809859880,27.6921024323
-11.9494764882,-76.6807529692,25.1904373169
-11.9471062373,-76.6804774399,17.8968658447
-11.9447438894,-76.6801603466,17.0851020813
-11.9423845408,-76.6798010244,20.9858932495
-11.9400286460,-76.6793993941,23.7704448700
-11.9376852371,-76.6789570480,25.0656280518
-11.9353434347,-76.6784719107,28.9643230438
-11.9330203430,-76.6779476137,28.2360916138
-11.9307014370,-76.6773810310,22.1860141754
-11.9283892168,-76.6767725233,18.8231163025
-11.9260880712,-76.6761231608,20.2748508453
-11.9238011269,-76.6754339050,17.8870124817
-11.8546250622,-76.6262064832,21.5701866150
-11.8532073548,-76.6242599397,21.1155681610
-11.8518221635,-76.6222870046,18.2615337372
-11.8338024083,-76.5855717952,18.8779754639
-11.8330866399,-76.5832659206,23.0697193146
-11.8324100244,-76.5809458365,19.0838432312
-11.8317711850,-76.5786058895,18.6075553894
-11.8311747891,-76.5762633059,20.4092559814
-11.8306177393,-76.5739062166,20.1393833160
-11.8301020561,-76.5715431773,24.3003597260
-11.8296267775,-76.5691700734,24.5935115814
-11.8291925120,-76.5667896304,26.0932235718
-11.8287995065,-76.5644040274,26.9908561707
-11.8284471786,-76.5620094814,21.4149990082
-11.8281355897,-76.5596050549,22.2275123596
-11.8278656664,-76.5571979083,22.9523448944
-11.8276373289,-76.5547881268,22.0118026733
-11.8274504714,-76.5523757307,29.8792438507
-11.8273050497,-76.5499594031,31.0786399841
-11.8272009224,-76.5475351193,30.0433235168
-11.8271386896,-76.5451180906,34.4641189575
-11.8271179453,-76.5426933403,39.5471305847
-11.8271388396,-76.5402732807,39.3258590698
-11.8272011783,-76.5378572813,35.0848693848
-11.8273054997,-76.5354318800,31.9361724854
-11.8274508950,-76.5330187489,31.4124526978
-11.8276380525,-76.5306041213,31.2607765198
-11.8278666370,-76.5281931031,30.2772827148
-11.8281364368,-76.5257883381,31.6632804871
-11.8284476815,-76.5233873013,32.5332756042
-11.8288003095,-76.5209910638,34.9338760376
-11.8291938091,-76.5186028797,34.5282287598
-11.8296281716,-76.5162228243,41.5593986511
-11.8301044738,-76.5138453940,43.3373413086
-11.8306194247,-76.5114865107,36.2523574829
-11.8311759009,-76.5091323229,29.8249225616
-11.8317731350,-76.5067868535,32.3121795654
-11.8324109156,-76.5044510222,37.4173088074
-11.8330879988,-76.5021295401,43.4148597717
-11.8338066437,-76.4998148465,50.0371360779
-11.8345629505,-76.4975193936,50.8796386719
-11.8353585344,-76.4952378838,51.3633422852
-11.8361920896,-76.4929735519,49.3908538818
-11.8370671903,-76.4907171699,51.4919586182
-11.8379796277,-76.4884798999,59.0618095398
-11.8389313701,-76.4862568252,54.6689186096
-11.8399208294,-76.4840518347,52.8717193604
-11.8409447854,-76.4818714798,54.8100852966
-11.8420089916,-76.4797034760,44.8540687561
-11.8431124868,-76.4775504666,42.3987045288
-11.8442477090,-76.4754268817,44.1857109070
-11.8454219740,-76.4733186440,42.1509857178
-11.8466326613,-76.4712308933,42.3686676025
-11.8478810335,-76.4691616839,42.5525817871
-11.8491613727,-76.4671203466,44.7545623779
-11.8504748355,-76.4651045953,45.3809700012
-11.8518274582,-76.4631053937,41.8577346802
-11.8532118464,-76.4611338838,40.3411674500
-11.8546285655,-76.4591889449,39.9519081116
-11.8560844373,-76.4572615133,40.4503746033
-11.8575673991,-76.4553676713,42.3508682251
-11.8590815109,-76.4535016814,46.8224143982
-11.8606316618,-76.4516577609,53.4636039734
-11.8622123813,-76.4498426783,51.1906814575
-11.8638233697,-76.4480566215,51.6420860291
-11.8654640364,-76.4463001556,57.6071853638
-11.8671373647,-76.4445702230,54.3970069885
-11.8688367540,-76.4428735302,46.7379455566
-11.8705656291,-76.4412066164,52.9620704651
-11.8723268762,-76.4395669082,62.3190536499
-11.8741122269,-76.4379620720,62.2725257874
-11.8759234289,-76.4363903239,49.1580734253
-11.8777675959,-76.4348456917,41.1970748901
-11.8796331763,-76.4333379589,30.7333335876
-11.8815241772,-76.4318635929,21.7605762482
-11.8834412168,-76.4304221632,25.3321247101
-11.8853837928,-76.4290141546,28.3675651550
-11.8873510231,-76.4276403115,22.9651832581
-11.8893382306,-76.4263037379,19.1622123718
-11.8954372269,-76.4225055565,17.9708518982
-11.8996056977,-76.4201570298,18.4206542969
-11.9081832150,-76.4159043656,21.4305744171
-11.9103672013,-76.4149389400,19.7626495361
-11.9215372872,-76.4106921819,25.0038204193
-11.9238070584,-76.4099642454,26.5274295807
-11.9260991929,-76.4092735975,27.6418552399
-11.9283968255,-76.4086254020,39.0498428345
-11.9307068634,-76.4080175947,46.4446182251
-11.9330236553,-76.4074515688,50.5277481079
-11.9353555167,-76.4069254475,51.9994201660
-11.9376937155,-76.4064412354,48.6660003662
-11.9400335715,-76.4059996800,39.9978561401
-11.9423858207,-76.4055987329,28.7427520752
-11.9447490688,-76.4052388708,24.4933471680
-11.9471136689,-76.4049215970,25.7740268707
-11.9494834365,-76.4046462831,29.1795387268
-11.9518545242,-76.4044132548,44.7280502319
-11.9542320090,-76.4042220086,55.6258239746
-11.9566172158,-76.4040726973,67.3734283447
-11.9590017186,-76.4039658821,70.7694549561
-11.9613876196,-76.4039013300,64.8944244385
-11.9637674233,-76.4038791446,48.3698806763
-11.9661568541,-76.4038991755,35.1103973389
-11.9685398256,-76.4039614589,36.1785583496
-11.9709239833,-76.4040660548,34.8344573975
-11.9733021303,-76.4042126362,29.6057891846
-11.9756818967,-76.4044016934,22.3047008514
-11.9804297897,-76.4049062979,18.8806209564
-11.9827911326,-76.4052209183,28.7125339508
-11.9851500280,-76.4055778236,34.3174247742
-11.9875075949,-76.4059774091,36.9025611877
-11.9898472816,-76.4064166712,27.5319061279
-11.9921914665,-76.4068999487,27.4538288116
-11.9945149851,-76.4074220096,21.9175224304
-11.9968409953,-76.4079880710,28.3199577332
-11.9991450850,-76.4085921831,31.1749343872
-12.0014487501,-76.4092399943,33.1709136963
-12.0037352705,-76.4099268779,29.1589241028
-12.0060117357,-76.4106548400,18.0997428894
-12.0915292222,-76.4902593669,17.7223167419
-12.1015445759,-76.5402574757,19.3743915558
-12.1015655880,-76.5427074158,22.3804607391
-12.1015445758,-76.5451454571,17.4961318970
-12.0985525544,-76.5718111002,27.3945350647
-12.0980323809,-76.5741938988,32.1048774719
-12.0974713506,-76.5765670554,33.6322669983
-12.0968687750,-76.5789334037,37.2247924805
-12.0962253255,-76.5812896640,39.3729743958
-12.0955407021,-76.5836366201,41.9026412964
-12.0948189856,-76.5859609978,45.9379043579
-12.0940541792,-76.5882821084,44.8035888672
-12.0932530134,-76.5905795805,46.5807952881
-12.0924105602,-76.5928679264,42.0720291138
-12.0915284715,-76.5951421041,36.8015098572
-12.0906063239,-76.5974028886,39.9463768005
-12.0896470499,-76.5996431662,37.9223251343
-12.0886511709,-76.6018622861,36.8626098633
-12.0876146602,-76.6040690867,37.8404769897
-12.0865406709,-76.6062565130,39.9518051147
-12.0854295217,-76.6084240395,40.4668617249
-12.0842813895,-76.6105713159,36.3158798218
-12.0830983591,-76.6126946195,35.8874130249
-12.0818785851,-76.6147975148,35.0066909790
-12.0806206639,-76.6168820372,41.2506866455
-12.0793278635,-76.6189426972,43.4795913696
-12.0780018802,-76.6209769879,44.9335441589
-12.0766388815,-76.6229907874,45.8062286377
-12.0752415352,-76.6249799970,45.2203063965
-12.0738073689,-76.6269479432,46.4026603699
-12.0723463185,-76.6288812459,48.4491195679
-12.0708496767,-76.6307917154,47.5908546448
-12.0693180182,-76.6326782930,47.4724349976
-12.0677568631,-76.6345341993,46.8668212891
-12.0661606482,-76.6363660070,50.7461662292
-12.0645392650,-76.6381624984,50.7882156372
-12.0628827967,-76.6399347923,52.0669288635
-12.0611925508,-76.6416810052,54.3205528259
-12.0594808207,-76.6433887013,59.1743087769
-12.0577336452,-76.6450718945,66.9521179199
-12.0559610655,-76.6467207761,73.3923721313
-12.0541589317,-76.6483393091,74.3442153931
-12.0523285955,-76.6499261578,67.7096252441
-12.0504721149,-76.6514795562,73.0197982788
-12.0485919279,-76.6529976490,73.8045730591
-12.0466868426,-76.6544815303,64.1761627197
-12.0447526828,-76.6559343198,46.9490203857
-12.0427948358,-76.6573518585,40.7233085632
-12.0408088779,-76.6587372210,45.9884376526
-12.0388079404,-76.6600814360,52.8826446533
-12.0367754758,-76.6613955907,55.7518272400
-12.0347241385,-76.6626713147,54.2767181396
-12.0326537654,-76.6639089849,71.4277114868
-12.0305594696,-76.6651114519,76.7249298096
-12.0284488101,-76.6662743878,71.4365539551
-12.0263157741,-76.6674011896,62.7750167847
-12.0241643797,-76.6684896536,63.6910476685
-12.0219918460,-76.6695411154,64.3401565552
-12.0198046455,-76.6705524309,66.2247619629
-12.0175938122,-76.6715276681,72.5653839111
-12.0153765378,-76.6724593388,70.7794570923
-12.0131387526,-76.6733535174,62.3694839478
-12.0108848586,-76.6742082696,57.3740730286
-12.0086188514,-76.6750221187,56.6974945068
-12.0063331118,-76.6757976802,44.4465637207
-12.0040413121,-76.6765303347,34.7082672119
-12.0017354181,-76.6772228231,34.9120635986
-11.9994199131,-76.6778737766,36.4925918579
-11.9970923670,-76.6784839123,36.1035041809
-11.9947572168,-76.6790520767,34.6765251160
-11.9924087922,-76.6795796758,31.6305179596
-11.9900533908,-76.6800651626,31.9580421448
-11.9876879712,-76.6805091999,25.2761993408
-11.9853153148,-76.6809112075,19.0590972900
-11.9829330136,-76.6812714991,24.8915958405
-11.9805521146,-76.6815885390,20.9871959686
-11.9781643763,-76.6818635796,21.6481609344
-11.9757686779,-76.6820965944,18.4446067810
-11.9733747757,-76.6822866839,19.2612190247
-11.9709694800,-76.6824348108,18.7427482605
-11.9685673512,-76.6825399886,27.6248397827
-11.9661686083,-76.6826024963,32.2209396362
-11.9637599931,-76.6826225525,31.3188438416
-11.9613576402,-76.6825999514,29.4351520538
-11.9589509181,-76.6825346527,23.5022697449
-11.9565549033,-76.6824271496,20.4770793915
-11.9541530334,-76.6822767084,22.4459857941
-11.9517512691,-76.6820834409,27.4968852997
-11.9493625418,-76.6818485472,25.2546348572
-11.9469734763,-76.6815708471,23.9632682800
-11.9445923804,-76.6812512246,24.5647811890
-11.9422143083,-76.6808890417,28.5884571075
-11.9398397191,-76.6804842190,29.6190204620
-11.9374777132,-76.6800383491,23.5290679932
-11.9351173251,-76.6795493475,25.8199329376
-11.9327758003,-76.6790208908,27.8538093567
-11.9304384902,-76.6784497988,22.7583351135
-11.9281079235,-76.6778364594,17.1963100433
-11.9257885156,-76.6771819337,26.2754840851
-11.9234834262,-76.6764872014,26.0764579773
-11.9211913397,-76.6757519758,17.0968933105
-11.8537585037,-76.6268689504,18.3227005005
-11.8523295408,-76.6249069819,21.0976734161
-11.8509333764,-76.6229183714,19.8776760101
-11.8327706452,-76.5859118867,19.2286777496
-11.8320492234,-76.5835877101,22.3796424866
-11.8313672456,-76.5812492214,20.3007240295
-11.8307233349,-76.5788907131,18.5962028503
-11.8301222118,-76.5765295462,19.7965030670
-11.8295607435,-76.5741537597,20.0939407349
-11.8290409681,-76.5717719740,24.5579357147
-11.8285619147,-76.5693800455,22.4058570862
-11.8281241832,-76.5669807245,28.2090263367
